,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
01centerlight,0.17387977853539816,-1.7709415257496688,0.0948047808948153,-0.13779985668919995,-0.7674346435274403,0.9683146627590542,1.1899439925835311,-1.5077494712032056,-0.8014628767464342,-0.3492146548615382,-1.2251918791901082,-0.6741064682423945,0.2442463682816603,-0.5453386436276925,-2.5904963183186975,-0.49723167639935095,1.2656530719199348,-1.4291988940964373,-0.38839263728321904,0.9378911510850837,-0.5835795504855343,-1.8353614402397525,0.8825726376607461,-0.6896297878771787,-1.1332014061872973,2.9349299098547914,2.5540468077056997,-0.4410488986732657,-2.8539210757238314,2.7856792949722493,1.097440741127603,0.18450734312390635,2.478254716993435,-0.1333636996003635,-0.35271009121191127,-0.8587380265092203,0.19142606592366998,2.2683391187121003,0.3240811030863401,0.996402044693057,-1.1988564739644492,-0.9178666819522195,-1.5011037455884715,1.385842868036146,1.9560211884648857,1.4004812649725262,0.046839476710657385,-0.19963516752403834,0.8120537662741237,-1.1018880907847912,-1.192100944266368,0.04009659137061963,0.08948589254071827,-1.618161438071484,-0.915340900562572,0.34810782891267517,-1.1025627704007412,-0.7091335549147172,-1.049351517395136,-0.4255973128800468,0.9392368435626061,-1.2030313956120031,-0.4314145350661987,1.5602546111615223,-0.08080956635812268,1.9745473325357503,0.19787424621575794,-2.5626696974140057,0.04135483978082485,1.4443937937410152,-0.1617663908393184,0.42271115449780555,0.09204103229844914
01glasses,0.0875758477852537,-0.5480939085421326,-0.2448927559574313,0.5819541348087508,-0.7421785362330606,-1.8990546890602504,1.7894640667067154,0.7045920624311913,-1.358552642408071,0.22057280735598947,-2.0333242982906214,0.468998587002,-0.9567915439017602,-0.052616992974012865,-1.1514602526330655,0.0807692803429584,0.7752164112410154,-1.009624063853113,0.20247845227012917,1.180824483385653,-0.5661023028383302,0.04546822109524729,-0.07781677778095754,-0.5445705442411706,-0.5991282911558734,-1.1320674106953208,0.593186736246399,-1.5946003381941254,0.8031269401375855,0.728260453538354,0.15741815009659002,0.0727076921402752,-0.4661758047479107,1.2698363602320992,1.0539318514370455,3.2160705685750153,-1.714413498231354,-0.5505681145586341,-0.9899773469237346,-0.3850527580085695,0.4409483246682089,0.8103106838096374,0.2841116109710995,-0.5685727913347983,-0.8718081402722144,0.819013281290847,-0.4890556769636901,-0.7354368888401436,1.147131487025837,-1.3092104109653604,-1.4468005774802621,-0.21930436777353732,-0.2077066158708346,2.1106242824757744,-0.5801303347659966,-1.9414109363516545,1.009680768490858,0.8396599589015996,2.8574764006677515,0.3500509098216386,1.1436027115681027,-0.6833599362126556,-0.08106491300899978,-2.555199093089261,-1.4299464332952248,0.511051687348739,0.8109584955697728,1.0790549463771848,-0.6151519003380543,2.4559521912818503,0.2844641594941592,0.9010719051072413,1.7859511403080837
01happy,0.17973592062612057,-0.4579218777736149,-0.17610629437336311,1.0641589503094127,-0.45600237754873113,-1.1164563410867447,2.6896920739203534,1.5610726142166438,-1.2999434197507953,-0.5062721163893397,-1.2760746222144945,0.5794605173342317,0.15245095752616308,0.7164749920174881,-0.09259527316278594,-1.8726178566679144,0.30099114088587253,-1.8096184783419735,-0.02435145307782834,0.1417779893730114,1.2778936498378657,0.472323103040622,1.1889643698537375,0.18712142953181082,-1.173057806572353,-0.0974481511768385,-0.13112546881229947,0.19401097227222106,0.6397577889332652,0.5069959762668073,-0.9946754337108925,0.1680068809476208,0.6015467910806975,-0.43575190769574484,0.45799413603300415,0.05914241216989539,1.0296127656169545,-0.3153287640167746,-0.5884446096194812,0.2576460337150647,0.8175341326001148,0.4959263139420386,-0.6872065809886181,-2.62809475112411,0.31028227941725717,0.18696161056275648,0.6734028880942436,0.2973793934127183,-1.0617223223262113,-0.0774632204851473,1.7925641474737808,-0.297028414833842,0.7728611360298042,0.5303466880118178,0.8878390156419702,-0.875989556971648,0.07494337889478869,0.6096794930534127,-0.2131058301910918,0.011796014070331642,-0.5436439887208103,-1.6692678635982545,-0.44282340805064146,0.6738926174711787,0.92674075348073,0.4032879110132749,0.28956430350598994,0.6962771131835638,-0.5338320664307018,-1.5258010491302085,-2.0032552224857767,-0.08434971721627418,0.2879347827232216
01leftlight,-0.4216795760314671,-2.4239928932259143,0.6128873161774824,-0.8039961069009937,-0.9352179850807181,1.5061492609754252,0.0562987197271071,-0.33366595143430455,0.19277286380043163,-0.06706520190707835,-1.3180737732652315,-0.18980352216136634,-0.18195843365441772,0.1454905470100058,-1.7182804329638244,-1.1714488266709064,0.21746384640305058,-1.4082827790735086,-1.3213842418681074,-0.3060050140559867,-0.48698673087981675,-0.6157765972622565,0.3397478043414863,-0.9298552125301811,-0.003117132915713287,0.7518416408922318,0.48825254134323987,0.4135941321185808,-0.7229647256967594,-0.16133145814708877,0.18562672022836293,0.37103756914223346,-0.49027129393195323,0.8312926923340511,0.06644780411855442,-0.09418008254660855,-1.05740329115331,0.8098629266448264,1.212315291721593,1.5025089788449544,-0.2661395353209707,1.1868994235291621,-0.7153055108551009,-1.5035272224037315,0.02540113330101303,0.5501275814580522,-1.0195041583408428,-0.3020278841579515,-0.36002178413986424,-0.9587007626334759,0.09674744785854493,0.7734472486471099,-1.71532871365271,-0.6672418866105487,-1.666541952982732,-0.6849199770352791,-0.5209408576332125,0.6125656277143879,0.4870583093567366,-0.11099665298616265,0.9331786330445794,0.4358260469418971,0.06626907272359352,0.28543240763327343,-0.8544772379487585,1.0689950408235007,1.2302412178843702,-0.15068619598233474,0.22749891536818506,-0.07059131281174513,-0.697454860885479,0.047306356681850764,-1.5243355195864912
01noglasses,0.4358344068603981,-0.8627323202394143,-0.2317337369186603,0.24208508198488227,-0.06177072853345234,-2.0410410326976773,2.447765389035884,0.10767294574291762,-0.05311269766144705,-0.29142376451574953,-2.388402507994105,0.5827241836466143,-0.37921715264892064,0.9739945207508122,-0.2971107010219804,0.04151508463942446,-0.6678461452051849,-0.702959657232891,0.33676698460325233,1.2674940369941425,1.151315978927271,-0.010552017284798388,-0.7854571678793616,1.130551656763818,-0.636526749055922,-1.47628085126282,0.4689954880275643,1.2827241150228594,0.7865647460237801,-1.3790927753240074,2.012042266105692,0.03701620319168369,-1.233851366665065,0.1032835962233042,-1.4243597175421416,-0.35011369485190824,0.30780721432430735,-0.15747321118682736,0.021892491733901776,0.7146489064829002,-0.8651794808086095,-0.07802176808377437,-0.25145281997142077,1.021093907056113,0.01940622840103172,1.461048463650734,-0.5172652953952878,-0.9934318372393269,0.8384734918432991,0.01786105673489052,-0.39215057438714257,-0.9600904371546857,1.5336137400907268,0.5142182521084249,-1.337182485058429,0.5187423313494245,-2.027919222399598,-1.7136262338807615,-0.9105185752888073,-0.20745145910771637,-0.07777352437477972,1.896656667754671,-1.4298786212041197,-0.13450377810600142,-0.7881069056236043,-0.82053152163635,2.092502630414196,-0.500180307676226,-0.578244600224749,-0.31015187272937855,0.6984515096651752,0.976451469317246,-1.4471894301763375
01normal,0.3055138261917729,-0.7626961150451863,-0.314238714659219,0.8578041490493774,-0.05829926659668442,-1.5842027157048137,2.4524445005217235,0.17151138992787307,-0.2838111080954647,0.6607135690351024,-2.451173526055552,0.5088310385092207,-0.3419960337607502,0.37875269762911673,-1.3227537854866986,-0.42115013603070234,0.7757431962063299,-1.1746702228270254,1.083552933856651,0.20350341669023891,1.0814118928057364,-0.47924875422405994,0.27503217253603995,0.26949049353869453,-0.6730658234056416,-0.24329476644439094,1.0240018679988085,0.3374110196157067,0.6125953236845968,-0.90034074917103,-0.3424312040635127,-0.1728557458874887,-0.034822647252850135,0.004472890552630656,-1.0554004658299276,-0.8377390240929148,0.28486910744728683,-0.7609192847952654,-0.5331061735012749,-0.46835088482923276,0.2120100125908336,-0.3928105974771599,-0.1462826762486861,1.1610897483170044,0.22229421978531705,-1.361511197055804,-0.17819534364995007,-0.22241061808554805,0.6593081341418552,-0.743293206197128,-0.6326394476065496,-1.3158883655902813,-0.0003613609956065384,0.3826091915180703,-1.194840092036828,0.18553387192137627,1.617550985573905,-0.036600871225897655,0.9616963182106927,-0.11351548025547799,-0.4124358474906235,1.2474053837439438,0.6064884252406456,2.0897638456748133,-0.5724646687823628,0.4221467978564736,-0.06756206384935128,-0.12926819790951358,-0.43216383051652074,-1.5980557702152096,0.9359820587052269,0.3884295401763955,-1.9901679529425769
01rightlight,2.0228674470585024,2.0754580566545844,1.3882853466650364,-0.8833911588435389,-0.9929271407345327,0.6103871696687025,0.7749417202552543,-1.1909286418282394,-0.5558559964972942,-0.6838626004379634,-0.057504666981289254,1.4709853228452991,-0.2546176644151179,-1.7240037767430676,-1.1798472654920338,-1.4413001768116238,2.1089784718066893,-0.7526316941562773,2.544087152200032,-0.2223896175080604,-2.1527587266591794,0.06081864099625274,-0.7389687881620931,-1.5773786039320292,1.0034592814698402,-0.22890616344232245,1.0429020189213174,0.10755900977654066,-1.0843150141568976,-0.18164093639039772,0.0821331130683893,1.961034797128621,0.8650391166963,-2.2423810197883105,1.3349967360311144,0.6427568082150504,1.5944809460602893,1.6713792364668083,1.1945777523754062,-0.39834958040314183,1.8909377441249464,-2.6977050404776635,-0.514001079656305,-0.5553492283303869,-1.7440987594385833,2.1293519654752497,-0.595484052742397,-0.8706729827624599,-1.2102207578451758,1.3851588105248416,-0.021900324999079013,-1.3198757954484868,-2.300874670285326,-1.661306300012046,-0.2422909805728757,0.9822619329737878,-0.265115252779146,-1.1199794709315725,0.8611278556714983,0.32252144097082786,0.31376952177865636,-0.5946262354877927,0.7646842050583195,0.7401991553896198,0.6931693932556244,-0.7166636881799605,0.3156120560555522,1.4778034777735294,1.9008233643145744,-0.3695118553221201,-0.3383704151467585,1.5621202851422105,0.01215519393855086
01sad,0.3851472342681294,-0.5690446591103417,-0.08521338315901444,0.9424483995949701,0.28641003208225585,-1.1859506963535125,2.243306145922509,-0.9553181600748497,-0.33014001162876067,-0.8263188416895969,-2.224640480214095,0.748456594285508,-1.2129503512981845,-0.7755895695322099,-1.0815103673548547,0.16763176215337347,-0.3711778773925895,-1.2348261794340931,0.11092563132072442,1.3962289710110696,-0.6086582682683597,-0.846560460707328,-1.7271820005039065,0.4397913853643235,-2.126799393680169,0.2628106140592809,-1.3515459762043025,1.536140658132316,-0.48258363712568375,-1.0398586865447548,2.214546702530992,-1.238330635521868,0.2034248108576616,-1.3870643900743875,-0.6306585014532765,-0.07737410215971945,0.7394797348878698,-0.9747784242558244,0.523655792682928,-0.9201478638858385,-2.917626399709819,-0.7247157412645961,0.46864203405516186,1.4024503357276938,0.0985782433565989,0.22747532785774063,1.1758050108500602,0.3983819446424286,-3.006680474720335,2.7141723020534636,3.2437294152061162,0.1809351131209449,-0.23495346773141507,-1.217004264404312,1.809169560720193,-0.31000598557948994,1.1056627065691034,2.0319721231876415,-1.0756700900845184,-0.9479639237691699,-1.3010821192676159,1.3227950009828295,-1.5616179443721216,-0.03099808547034926,-1.4878451062895193,-1.4576451583615515,-0.8208063684735533,0.6100700834085181,0.4688993650743943,0.6690164938705815,-0.524266211980131,-0.07000212691506541,1.9517087415185086
01sleepy,0.23812439545477596,-0.73250327079455,-0.35872826528473817,1.0122847619794606,-0.16732387277685634,-1.565693129153791,2.4095223852495447,0.7225391378941141,-0.5874438244272546,-0.1308066156687011,-2.2680775453141315,0.37786418781539544,-0.488673733646043,0.3697028262364188,-0.9825352014724411,-0.40976995120504056,0.2519572438889642,-1.2149948807489572,0.6758557938411286,0.768602283856254,0.875968034685672,-0.07652158137675562,-0.2770387818888581,0.61504808292822,-0.14925558033730177,-0.6131248724144921,0.5554348293182926,-0.056087929298650856,0.6015877146839061,-0.675540258703903,-0.2296029195011546,-0.04352184866710597,-0.36174890429996986,0.5266049981385835,-0.8359017588636747,-0.16023524701558878,-0.0022956055192606913,-0.37150920924601266,-0.26299701866470804,0.5529486284260671,-0.17299897599852582,0.09074786269294807,0.09698393914218967,-1.5296730366093036,0.1461657103464984,0.7206539918556043,0.12912881591669875,-0.6395361152006025,1.1540201372544345,-0.44212098126168353,0.040194627930340246,-0.5886570411865287,0.53058626376023,0.22664838656240002,-0.4081095189904526,-0.2277549782281403,0.03000653417921834,0.20685247200306864,0.33024710955877334,0.0191175112601729,-0.05382759399411565,-0.2491789477956584,0.8885078996940384,-0.14246903698404742,0.5890652928852113,0.5350041501449688,0.11188086971928397,0.12157602780843527,-0.517897921331589,-0.13079377372246245,-0.49746547567270344,0.5069611551269584,-1.1421078140632992
01surprised,0.18835224946759982,-0.6182749816804832,-0.10533675709500834,1.0608466065604627,0.2577373977297585,-1.9036190161935203,1.0228159751919266,0.6422841204824932,-1.3905706013860029,-0.28213335854424354,-1.0287367429063174,0.026780234021450907,-0.8501877107070206,-1.1943159286335634,-0.9638394298077505,-0.25180482596432624,0.82438025273461,-0.9416363728885613,-2.4338035243278995,2.201462640598216,0.20123271807385254,0.4726421409947768,0.5803500167422607,-0.6632170867616297,0.7567436968426211,1.446817991209588,0.1638435096222536,-1.1454041385710914,-0.043858136002531065,1.103627211460877,-1.4952724273356415,-0.32059215754987125,0.4781283157179916,-0.23408452660198797,2.235180190919592,0.33763673810825,-0.5508877329784132,2.571224701494848,-0.7507620246623806,-0.7011114711461179,1.2083794076459815,0.20416061017532997,-1.7603042526100625,-0.27169533720829037,-0.9729438931641189,-1.3546968113346347,0.918654874809414,1.4131429817278816,-0.1520237623310317,-1.7470877527130062,0.725414172305948,1.8138975056480753,-2.474399158307065,1.49217519437233,3.18998138845582,2.4188218833342705,0.0547628551320696,-0.6498209399348188,-0.30282830148471823,-1.6387107088037363,-0.1676838786163913,-0.5176372825519834,0.2255698892725112,-1.0240459510394508,0.07862818851069231,-0.9681369946152212,-1.2816723064456554,0.1380827614371513,-0.421101611904909,-1.4272151268444493,1.123414400416203,-2.124368725020732,1.0452841044356822
