,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
s10_1,17.935782548930813,-12.322742896999593,-24.43324624702127,-17.072341689180814,-2.864192241080632,-14.615260903038276,-20.590023666913602,-0.9340458558014157,-8.148465116198448,-10.126390312626727,-14.311663254158283,-2.476371986879925,9.535646931645227,-5.6763021738073505,-11.92658989678898,-3.141998882787311,-6.913804370597582,1.3335981305996358,4.7678792499576135,-8.989212561873703,4.274674468674031,9.358602126323127,-0.010394923697935488,20.899053001492277,8.454539323633535,6.530607155078645,15.68433991054613,1.8990748080763202,13.518590365442382,2.5522123665365806,-7.4010167768850454,-4.055326741765933,-6.663480781087755,-1.9067775769805928,-9.159183928531649,-1.7595822492956565,5.945099952702306,4.155871284613744,-7.997414029366293,-7.43763641197277,5.923132196038258,-0.17784321330967148,6.937303571134224,-2.7873294643070823,-3.285614540885848,-5.4867465834383555,3.583414458143014,-0.2929539006777382,3.782511996657443,-10.637567960541952,-1.3104608334643704,0.21780043465745857,-4.724921020806918,-6.111802176542628,-1.8522632841111395,-2.575726100225159,-3.9053794766658956,3.1408176921359625,0.20419717628053352,0.07003113271432367,-1.574644730736991,3.8006311845213103,9.081959429441845,-2.528365293727065,-4.824650025271271,-7.097360351304723,0.009284452547314609,-2.037469014428087,0.2725982134542738,0.8357424899814792,0.379284683212231,-1.4943438132252456,6.820110840162224,4.2275751292411705,1.6039458302184593,-3.095608791079782,3.107892427312166,3.3860757702278206,-0.3202743960871806,3.6420849710227583,1.6963525704700377,4.469636691779527,2.3777361699589994,3.3334683135910397,-0.5242051947816848,-3.8249359254718733,-3.3859524024290546,-2.0636818137869084,0.2044077170774573,2.675594140232984,-1.6193866495474925,-1.2541142105063816,-1.4179468377631204,2.5778366622693456,3.552549337611481,1.1038430226281986,-1.4353402996723212,2.5166052161367825
s10_10,21.536218680334184,-1.6169668273251454,-40.607588631674204,-2.9219544262689183,10.470706403921065,-13.70246068737892,-26.443302789860773,-12.54597853093077,5.9505341264794245,3.277885331317358,-7.410404550316972,7.836082665168318,1.3385177795112289,-4.427255010828877,5.355640589406952,1.2654731980455138,8.970932151072041,4.328304361433156,4.014351350218778,-8.562690091013991,6.198682990703133,-11.993103637255366,-4.317734197892703,-9.743113299602811,4.452262823909976,10.274058740323078,15.127079861132225,5.410557043982765,-2.75329914335427,1.5850282119096801,2.3220064533085303,-2.662564074438178,-2.9184346328349706,10.858126654478797,-2.0890312871167342,-0.4552341898779065,-1.7840421537908417,1.1474230948118271,-1.7722723770835336,-9.47643986833204,4.735792463432217,5.28397298138685,-0.3329478887899888,3.324404833532144,1.0546812039893296,2.029676871357035,0.7861296583868738,-1.969176636943911,-0.5031384182316125,2.2738139296453372,-1.0899832216503502,-7.048465827690495,-3.290209611725442,-0.468280403002202,1.3256670320242883,-2.275986128591444,-0.104262806145832,-0.46091290169026566,5.450982562193823,-1.9180779495490947,-5.227721285327277,1.1508507786446374,-1.8455099975915414,-0.9046951994582471,-0.5274994319078437,-1.278929054857091,-1.3048994021143907,2.9886631289805123,-1.4101303114003407,3.7806781774919984,0.3463425488803329,-3.356895978910224,0.457482358218537,-5.126132622077202,1.3344809431152673,-2.063434257492591,6.940326735426559,5.266216554190039,3.4645507610918287,0.8059196400696311,1.2045630015309443,-0.6687289174206192,2.5220592107495636,0.7331113574139356,0.3138083563540706,-0.6262505648337944,-0.2787539943064406,-0.4438579879294577,-0.27537292462898244,-2.204750078433852,2.568394470591947,-0.007076841256101529,0.15917959860076553,1.8345382416638252,0.6906240275136489,2.451921771840987,-3.1777809926334815,0.14870031276064263
s10_2,-13.409772159218354,-9.285394986774154,-36.274449825628345,-5.920172516882827,-1.1118591241325113,-14.302063373047082,-16.984917497967196,-2.1627769565402772,-3.4238667696015663,-10.289127098600744,-15.399107648091215,-8.527158271296571,11.53339516993388,-5.377153047857841,0.9460919014514118,1.8346158038480815,-2.8779625018869686,-1.9888206663585262,4.249631775074713,-11.213048443417698,1.1576341856636279,3.054569940923412,1.555908733576126,20.30158922025951,12.88363414491358,3.8978456318259966,9.32563719079519,-1.685314836990834,6.894384008790484,8.104809258958879,-3.5606389186462053,-5.344684339283548,-2.1299086826819567,2.705625247457607,-2.5054531673651868,-6.89154955203457,4.079112226933494,1.8701866839390031,-6.397351928918059,-11.049457966640635,5.941195780177507,-7.444937566552297,2.7043323074173866,-2.0136306715115406,-1.7035458725624464,-4.375798669802789,-1.9250137106961407,-0.9831406073626691,0.010208353801418435,0.7045536299646833,-1.6447028067558809,-4.170913657127192,0.9092747849762264,-1.17760051604357,3.76839773315478,-5.861509463284321,-5.255934520536179,-3.2626185193949913,5.254443079911656,0.5869595001347224,0.056140678130549626,0.6737390291695036,6.132286086185895,3.069763040053969,-4.867286054026502,-2.6458399062626206,-1.1090814897958998,0.5728440055964399,-4.4676119091125495,2.551231170454968,3.323770920973086,-1.3146238314710137,0.10047324806684427,2.9041091432557358,3.2429114512558375,-2.8196112713365036,2.794051398763176,3.8835756829610895,-0.9310939576898356,3.9854062699675663,5.733528941852862,0.06174549486763806,-2.1812528215888642,1.1575055907657739,-0.9335713172897402,-0.5938132720850777,-2.5435242978525925,-1.8263792654469129,2.3496977642008248,2.666811569134705,-2.297249404688545,-0.24714910660610623,-3.5194005494343306,-2.5064308126325887,2.256515269492606,5.307340651602438,-1.0026419894690473,2.563759700407274
s10_3,-30.85866553775104,-4.798077959089552,-36.068917580142454,-4.017860805177872,-14.144391597612476,-5.612583314020879,-16.50720083180454,-3.7881003652619785,2.6024192636813206,17.679283181033163,-29.171729559182925,-6.901287120264384,-3.4424146363646155,3.8419382790751735,5.652572659156613,10.153472778433946,-4.790123898735859,-0.6589914216537311,20.78416624409869,-10.178792820550033,-4.419653061721627,2.6211804873344584,-15.733928155016786,10.411031950619691,11.084332576163447,-0.11936202680634016,1.6142486608850901,0.2839917937110581,7.911265380530012,14.081878621801483,4.5970055899227145,-3.970349270264365,-0.35991729989351057,5.825899096935536,-1.9371807503893712,-6.918912478791979,2.5502731051024154,0.6153198599929335,-2.9639773820137827,1.0833783292167352,8.324459814716603,-8.571444881683112,0.8785241795455836,-3.4163148963996304,-4.117624227849199,1.6810388339646964,-2.404283831351038,-0.20909300372533368,-2.9543204502531704,0.9811603147597356,-4.1446768112781465,-3.5483567865422296,-2.1587057399672958,0.6369137987922526,4.365665030900074,0.9217879316288259,1.6572205686970884,-1.341999399998591,0.9750228250749776,0.12132329370030467,-0.07315984485194306,7.703974322470527,5.231454510828621,-2.229874605679967,-2.2161973030294457,1.7493153490791045,-5.8584669980647375,2.16771254522183,-3.5803905175441155,-0.9728643080917192,-2.597704158227998,2.9144213853121035,-1.666914706023305,3.3779991834428142,1.0705982240635197,1.9562529130694348,-0.669494810369331,-0.5964222857058149,5.464539388553917,-2.6803256059251956,-3.424126685653955,-1.8326537928139115,-1.7182926763580546,4.352874902437933,-3.147246137689755,-2.9502429773038346,-6.686616108187158,9.028196454997088,-1.5543865669931856,0.8695709810186386,3.9840638989072135,-3.6562715895714075,-4.630766700182992,-0.4720482820865973,-0.19969821094662854,-0.37366015226057203,-5.665823993259242,-0.24636851164258317
s10_4,-28.23611077038112,-2.8962572834901805,-38.45613976451336,3.5765646939461617,-7.86650458376283,-7.593003111380424,-7.566579874484796,-4.341572201285618,-4.422304959079633,28.082676558636827,-29.58127124418284,-2.141964464595306,-1.2599170592078164,9.027006652483028,5.064066988562762,5.1700741843328135,-10.10428497286037,-4.298446160525334,30.984613379737834,5.8866049099498445,-11.425533838996667,-0.3007721658559053,-25.754438905364623,11.85933711850343,12.242258018992649,4.22779742913229,3.8500324266772434,-5.575962911182524,9.360056848863145,10.86894039276523,6.110506538014073,-2.3011272266934397,-2.8458034240102834,3.060215047296837,2.8735820533920795,-3.883268483406187,1.3990700964979088,-0.07395660491265782,-8.257013407257737,5.391335244271268,9.920538616186052,-1.6709178070929007,0.11372644881058885,-3.0666326688178493,2.3444634441793015,0.10727752780378663,4.74841502882884,-1.8109231008067173,4.032064117874998,4.093198257197498,-6.216702828651769,-1.137724592885753,-1.6731166662367563,1.9595869973819429,-0.11787268138769956,2.9033935301843976,-1.8675869839178532,6.164679869037323,-4.054190793281951,3.7668125323158983,-2.848717102578903,6.505824706399209,0.8905550782631915,3.377771942648005,-1.3735412254742216,5.061129621767124,3.954727808476602,6.338832307340476,-0.9736216649812147,0.686999216046619,-2.5360199591266537,4.177996274651535,0.12091150035750503,0.4381440572514168,4.653565777787349,-2.035860953771871,2.2919681159482868,2.1096146944760648,2.6295717897771302,0.2297846446881399,-1.15589687544893,-2.9164291813727656,1.566300308213267,-0.9943406752359316,-0.7830347571381657,5.49181891215732,-2.884767225598672,1.2274219316558268,-1.4256064039523801,0.5832478319842156,2.0865703445998944,-5.597988389603481,-5.729829398733643,2.6711090782989193,5.077509704360739,0.3639858510305007,-4.909263269662342,3.1310852233451194
s10_5,13.367007420882818,-16.675110751541563,-31.594321923265362,-12.076891169912496,-2.7409950127815836,-2.844886041192975,-12.849522220043857,3.4199432417019713,6.344347304023395,-2.4421085749558205,-2.4572132865917347,-16.63830355432168,6.450855626515037,4.794590181714828,6.515899582484641,-1.822976824290896,6.007177662531014,5.892359357172496,3.913738661495153,-20.803290406714563,3.607810080083261,4.9201614549577535,-3.7459389638563447,7.4472362886629995,2.0960704927283706,3.1157352590941363,7.840120610392839,1.3322194019193034,7.503531912738103,7.334277520247539,-6.392835950347751,-4.0045607489654556,-5.30529296840679,4.142595682768345,-3.0066425449963825,-4.1322667976977545,6.994194051168073,4.89351014311617,0.3765823251404933,-1.3788459078407271,-2.067292090426719,-8.925728721309316,0.6477551446720209,-5.289425656078487,0.536841253443983,-3.7947381733140175,1.578185841243799,-7.169007335839656,-4.140289800391096,1.3258027811232085,2.165335395716443,-5.601875292481559,1.4267611475235462,2.8636915398129736,3.410292289796714,-4.281401330348858,-5.145636382987569,-0.9316860475153629,5.831723768072554,-3.505123918128998,-1.03207704779684,-1.1818656868087278,4.097626354836936,6.092897438487957,-6.356974640811633,-2.3437885110782917,-1.6186650011953414,-2.708996126025714,-1.9155487675358,-0.014708695721550077,0.9260385916940432,-4.012308024801718,2.692757728383287,-3.5554934754118013,-3.450771678100872,-4.361063209685168,2.31065339183594,-3.517474981778115,-4.693946575587232,1.4268906718714387,4.190607332261971,-3.4485503118252128,2.6366287555228225,4.154654775805675,0.8172624747799457,0.2601673902501407,6.025558883486704,-0.2298085412229774,-2.63987206261786,5.34582400830531,3.0180026271351172,-0.06705730378940267,-1.7067597506671939,-0.49314499145439117,0.8131654065874325,-3.4308651594326123,0.7043815242576092,-2.3675200339004796
s10_6,13.393156768714176,-16.113173130234667,-35.193955255409655,-16.69108529937819,-13.843581726461325,-0.5558618418179202,-17.19581149171873,-2.8421983966948146,11.51800590441938,8.864345160960388,-7.615336511565535,-16.366115987616762,-2.4346298471978476,3.196338825922963,4.585725756994259,-1.7237197767108823,6.146672289282959,8.318315996013123,8.464714030823865,-22.599973371761646,0.2371088923515858,9.806550144378019,-2.9149505198435683,6.2420952407281645,0.5513650306561151,1.1517744497482925,5.896631244318519,1.8761145148017802,6.026470108698975,10.043583525640395,-2.8221147787608056,-9.613942886355176,-4.460646428860876,2.1884113739367788,-2.380592416699812,-2.26901300229818,4.372664185458383,-1.3911303909990638,4.2888363845862045,-3.905620703673075,-1.3723339620262498,-4.245520946026358,4.09554918200787,-0.6727490198170636,-6.9816363424392325,-6.262395493138208,1.63289048733376,-3.930693145180462,0.018096581832987485,-3.4597458584536884,1.9795849859631387,-3.397950795987069,0.6566357136977992,3.38172833322852,3.446718389597512,-7.306014678893907,-0.2203554959901391,-1.486167589163717,4.923360820600045,-2.7581165012917395,-0.24205888477887996,2.802675284689702,3.1907393798710526,3.580755093991928,-2.6238461341697907,-2.035438290411567,-5.222576694850431,-3.038230249855798,-2.2741379294732145,-3.456275451902785,-1.6154474732842907,3.6316657416912737,-1.4610985339702824,3.366800691160236,-2.008013250107618,-4.62906706894931,2.7870334948998177,1.5865467619442226,-4.9998827084293485,-2.7361910100922207,2.8924536787980193,-3.1998842898051305,1.4549206650692845,1.8941416907194766,1.9764734121018688,1.4427575908942318,2.5116115787681337,2.133650541302706,-3.205786506423912,3.392611994081549,2.9638763304746782,-4.816138945588371,-3.0962254775518723,2.1664499906029975,3.1012361490804814,-3.4084814545342623,4.293605977091069,-4.527076537779574
s10_7,-21.906513374576562,-7.480725214464764,-51.980417528347374,-8.581983311036295,4.013147022525825,-1.1161213927609803,-11.584979153815548,4.103988027412979,14.902057325052997,22.77620368353877,-12.442472471731413,-18.29713705190939,2.6756609876403723,15.34077983182292,9.28166204415268,14.860622031416108,-1.286076100331293,8.791971830276362,-6.0916807897709155,-13.847933641035691,-5.165627536561019,-0.4161840591755452,1.3635776673070925,-5.548239779331211,11.066267646637577,-1.562072310766186,8.464608128981995,3.1197574444364307,5.163357822474431,8.527486321298467,-1.883248369921811,-2.8096281316372065,0.09181381968203806,-1.3802341193306273,2.1088682090590423,-3.2535431278216134,9.654803480083546,5.5276637355179865,-9.14918394902245,-0.24206727789565197,3.2327177922362593,-10.356802931365472,0.2448701350248505,0.7313438775466988,-8.163297378915509,-0.439082782906415,-2.721126680357287,-3.2541888863627637,-6.629952857456382,-0.18312289998506898,-0.5576729296734896,-1.0858218379904772,-2.343917721648908,-0.5990398056642847,0.999330854638885,-4.067478689049486,-2.578417542115059,-4.298112396342842,1.4529261276377021,1.2617892057220104,-3.341915239839755,5.256495566384334,4.258325875890151,-2.720937785587602,1.4057103698218851,0.2200935219897615,-7.256869268752676,5.493551276970888,-1.070193973016496,6.641266465976415,0.4144937092613665,2.2708587212328295,-7.85132007948665,2.357322391364257,3.5007340483677885,1.84532856464307,-9.319398298770338,-0.0003618000948072686,-3.343611940703116,-0.13804749857582516,0.6544642031963226,5.406979282219373,4.742212032508714,-4.9764749348560775,-0.4832139280851794,-5.2143974677065215,-2.103264040528442,2.859702064950256,1.405031142676048,0.6683548568276967,-0.47445674616023437,-0.7142947702385869,0.07568555586907502,0.976967184643096,1.3381438262618355,-4.693302946860422,-4.083137986674398,-0.8518943618559953
s10_8,10.229437470099842,-15.67175776596914,-35.717981829730725,-11.53815012950668,-2.443053216727553,-9.629826585672399,-11.849295735920437,2.759873432773157,-0.3220672203875121,3.4466129769926503,-4.712683909657107,-16.76375420433449,7.694691652424396,1.1008939991059845,7.702922485073429,1.4384746663204608,-1.870960370942072,4.640109731448063,3.325507187600383,-18.43973703063763,0.5487125386749979,0.17652299248175052,0.8500663796175072,12.355919105191814,8.137909252320235,3.24433875587623,9.806645746137637,0.5343323070761805,6.990150942991294,9.115833710497498,-7.73710900240282,-2.0631077897299495,-4.936661363235645,1.3893447337395433,-2.1978521763588077,0.03173459543773325,8.034549592413253,3.5150487232751693,-5.126003895912037,-6.43294795616527,-2.0274956499282424,-11.937405602276652,0.5407834455487655,-5.88420609154447,-0.25301035427651936,-0.9428699483145295,-0.9278534132694418,-8.147483841704936,-7.533866982911032,2.115926624199037,0.2483556572250164,-4.37956461027489,2.374978862869032,3.249003755932476,2.1208095834041605,-5.723725541953859,-6.61715025146419,-1.0069007536932926,5.190730956722997,0.2134090211661867,-3.5428973137544575,0.35733951740299663,9.05497707643918,3.36774895994803,-3.3411388321770112,0.09404659498081552,-1.5613158198848562,1.9937589894543046,-4.35431152991749,1.6801049087044098,2.8099446885031427,-4.828148759779335,4.763640975776888,-2.411615279743649,-0.22826165158038592,-4.4388300330685775,2.280762445916253,-5.410776205934988,-2.9153823797655725,6.9435344042714044,4.9061163742719005,-4.219056526432203,-0.8406026169611674,3.8633011514713838,-2.937420124963828,-0.8453600733874581,4.205064177111625,1.0164014610051535,0.3688603101943818,3.0004968390605207,3.2757476135549717,-0.9315559302194539,-1.0258314171066563,-0.5122258426914641,1.067786710667659,0.5919839683457409,0.5518991065967018,0.8356172862683621
s10_9,74.80345064132193,-16.55359020234263,11.988449142655002,-23.025780757831885,-13.27872218134945,2.763214298882383,-29.22007640083325,16.812594783927395,-9.202095567240143,14.526706699891669,-21.036321585179305,-3.3235823791736827,-0.8557272096741826,13.740813730522172,-20.08210195997072,0.5755337053010687,-4.872953450543749,12.958516387159394,3.8928869632594783,-7.068152509324793,11.881556695065704,0.7702474784697908,2.5776170207763096,3.235305500511758,8.144620681244355,2.466744624643234,4.526616067105571,13.86003236878812,2.170763550202369,-12.565204812090752,5.64960663869985,-3.4962862430852693,-3.4428412665341743,2.151261211241556,-6.073605689328392,6.2449408246358535,-2.2940984105714413,2.5451055658517574,1.644787853651365,-9.160419216177093,-5.796735354644664,6.447076308165003,-2.4991072561710945,1.6689283231767578,-4.371223175953036,5.013210257114413,-0.2345967569121828,-0.9679861574316365,0.5325897759886355,-4.822181768747763,-3.463311332449205,-3.15101248648011,-11.990238851651657,-1.1997872621146928,-5.280227345949031,2.8789459709970586,-6.827728856852174,2.047591502898445,0.20826420902735088,1.220012981702509,-3.8259941799546624,-1.376145308278516,7.624230754002629,-4.342185773081815,0.9531044042693522,7.4612885897935195,2.140106713357552,-0.2871244335264171,6.827140863878846,-7.226665229694852,-3.0584188375209407,4.071386696695848,2.328383883772705,1.8376174718200353,-0.5459744909090569,3.840368874933941,0.30485428454950175,1.570857272609493,4.429872953375223,-4.918538534057639,0.7254311969475682,-2.0736948431308244,4.282117838408094,-0.9846527080622848,-0.024523692418752102,5.053507531303799,1.3143553709132667,1.1243767461796046,-3.618038436956756,-1.17593626406558,2.9620050224110805,-5.139579175909934,2.660601471937773,-2.407046233616186,1.1926255052184884,-3.9037556731735203,3.4739057291756748,1.3682204478898572
